cell_line	small_molecule	concentration	cell_count	cell_count__ctrl	cell_count__time0	GRvalue
MCF7	BMS-387032	1.11	626.6667	4504.3333	1277.6667	-0.32422
MCF7	BMS-387032	3.33	601	4504.3333	1277.6667	-0.33959
MCF7	BMS-387032	10	578.6667	4504.3333	1277.6667	-0.35321
MCF7	BMS345541	0.04	4719	4504.3333	1277.6667	1.0519
MCF7	BMS345541	0.12	4480	4504.3333	1277.6667	0.99405
MCF7	BMS345541	0.37	4054	4504.3333	1277.6667	0.8874
MCF7	BMS345541	1.11	2745.3333	4504.3333	1277.6667	0.52313
MCF7	BMS345541	3.33	1331.6667	4504.3333	1277.6667	0.023034
MCF7	BMS345541	10	596.6667	4504.3333	1277.6667	-0.34221
MCF7	BX-912	0.04	3980.3333	4791.6667	1277.6667	0.81461
MCF7	BX-912	0.12	4241.6667	4791.6667	1277.6667	0.87613
MCF7	BX-912	0.37	3762.6667	4791.6667	1277.6667	0.76187
MCF7	BX-912	1.11	2686	4791.6667	1277.6667	0.47642
MCF7	BX-912	3.33	2111	4791.6667	1277.6667	0.30122
MCF7	BX-912	10	1334	4791.6667	1277.6667	0.022883
MCF7	BYL719	0.04	4277.6667	4791.6667	1277.6667	0.88447
MCF7	BYL719	0.12	3550.6667	4791.6667	1277.6667	0.7091
MCF7	BYL719	0.37	2872	4791.6667	1277.6667	0.52918
MCF7	BYL719	1.11	2360.3333	4791.6667	1277.6667	0.37967
MCF7	BYL719	3.33	1864.3333	4791.6667	1277.6667	0.21914
MCF7	BYL719	10	1211	4791.6667	1277.6667	-0.02771
MCF7	Barasertib	0.04	1822.6667	4791.6667	1277.6667	0.20478
MCF7	Barasertib	0.12	1617	4791.6667	1277.6667	0.13146
MCF7	Barasertib	0.37	1586.3333	4791.6667	1277.6667	0.12016
MCF7	Barasertib	1.11	1592.6667	4791.6667	1277.6667	0.1225
MCF7	Barasertib	3.33	1582.3333	4791.6667	1277.6667	0.11868
MCF7	Barasertib	10	1560.3333	4791.6667	1277.6667	0.11049
MCF7	Brivanib	0.04	4356.3333	4791.6667	1277.6667	0.90256
MCF7	Brivanib	0.12	4215	4791.6667	1277.6667	0.86994
MCF7	Brivanib	0.37	4380.3333	4791.6667	1277.6667	0.90805
MCF7	Brivanib	1.11	4415.3333	4791.6667	1277.6667	0.91603
MCF7	Brivanib	3.33	4581.6667	4791.6667	1277.6667	0.95355
MCF7	Brivanib	10	4173.3333	4791.6667	1277.6667	0.86022
MCF7	Buparlisib	0.04	3893	4791.6667	1277.6667	0.79362
MCF7	Buparlisib	0.12	2777.6667	4791.6667	1277.6667	0.50264
MCF7	Buparlisib	0.37	1693.3333	4791.6667	1277.6667	0.15916
MCF7	Buparlisib	1.11	1026.3333	4791.6667	1277.6667	-0.10851
MCF7	Buparlisib	3.33	860.6667	4791.6667	1277.6667	-0.18712
MCF7	Buparlisib	10	857	4791.6667	1277.6667	-0.18894
MCF7	CGP60474	0.04	2596.6667	4648	1277.6667	0.46324
MCF7	CGP60474	0.12	738.1667	4648	1277.6667	-0.25507
MCF7	CGP60474	0.37	633.3333	4648	1277.6667	-0.31387
MCF7	CGP60474	1.11	608.8333	4648	1277.6667	-0.32824
MCF7	CGP60474	3.33	554.8333	4648	1277.6667	-0.36091
MCF7	CGP60474	10	456.3333	4648	1277.6667	-0.42455
MCF7	CHIR-99021	0.04	3873.6667	4504.3333	1277.6667	0.84074
MCF7	CHIR-99021	0.12	3672.6667	4504.3333	1277.6667	0.78757
MCF7	CHIR-99021	0.37	3623.6667	4504.3333	1277.6667	0.77441
MCF7	CHIR-99021	1.11	2945.3333	4504.3333	1277.6667	0.5832
MCF7	CHIR-99021	3.33	2970.3333	4504.3333	1277.6667	0.59058
MCF7	CHIR-99021	10	1846	4504.3333	1277.6667	0.22438
MCF7	CP466722	0.04	5186.6667	4791.6667	1277.6667	1.0848
MCF7	CP466722	0.12	5023	4791.6667	1277.6667	1.0501
MCF7	CP466722	0.37	4980.3333	4791.6667	1277.6667	1.0409
MCF7	CP466722	1.11	4822.3333	4791.6667	1277.6667	1.0067
MCF7	CP466722	3.33	4492.6667	4791.6667	1277.6667	0.93356
MCF7	CP466722	10	3163.3333	4791.6667	1277.6667	0.60865
MCF7	CP724714	0.04	4099.6667	4791.6667	1277.6667	0.84293
MCF7	CP724714	0.12	3921	4791.6667	1277.6667	0.80037
MCF7	CP724714	0.37	3853.6667	4791.6667	1277.6667	0.78409
MCF7	CP724714	1.11	3891.6667	4791.6667	1277.6667	0.7933
MCF7	CP724714	3.33	4033	4791.6667	1277.6667	0.82716
MCF7	CP724714	10	2806.6667	4791.6667	1277.6667	0.51084
MCF7	CYT387	0.04	4422.6667	4791.6667	1277.6667	0.9177
MCF7	CYT387	0.12	4379.3333	4791.6667	1277.6667	0.90782
MCF7	CYT387	0.37	4103.3333	4791.6667	1277.6667	0.8438
MCF7	CYT387	1.11	3294.6667	4791.6667	1277.6667	0.64334
MCF7	CYT387	3.33	2335	4791.6667	1277.6667	0.37189
MCF7	CYT387	10	1453.6667	4791.6667	1277.6667	0.070015
MCF7	Canertinib	0.04	4472	4504.3333	1277.6667	0.99209
MCF7	Canertinib	0.12	4041.3333	4504.3333	1277.6667	0.88415
MCF7	Canertinib	0.37	3748	4504.3333	1277.6667	0.80765
MCF7	Canertinib	1.11	3265	4504.3333	1277.6667	0.67553
MCF7	Canertinib	3.33	2736.6667	4504.3333	1277.6667	0.52048
MCF7	Canertinib	10	563	4504.3333	1277.6667	-0.3629
MCF7	Celastrol	0.04	4932	4504.3333	1277.6667	1.1023
MCF7	Celastrol	0.12	4512.6667	4504.3333	1277.6667	1.002
MCF7	Celastrol	0.37	2792	4504.3333	1277.6667	0.53731
MCF7	Celastrol	1.11	1597.3333	4504.3333	1277.6667	0.1307
MCF7	Celastrol	3.33	1053.6667	4504.3333	1277.6667	-0.10061
MCF7	Celastrol	10	874	4504.3333	1277.6667	-0.18851
MCF7	Crizotinib	0.04	3737.6667	4791.6667	1277.6667	0.75573
MCF7	Crizotinib	0.12	3721.3333	4791.6667	1277.6667	0.7517
MCF7	Crizotinib	0.37	3254.3333	4791.6667	1277.6667	0.63276
MCF7	Crizotinib	1.11	2363	4791.6667	1277.6667	0.38049
MCF7	Crizotinib	3.33	1428.6667	4791.6667	1277.6667	0.060326
MCF7	Crizotinib	10	905	4791.6667	1277.6667	-0.16543
MCF7	Dasatinib	0.04	2324.6667	4648	1277.6667	0.37887
MCF7	Dasatinib	0.12	1493.3333	4648	1277.6667	0.087322
MCF7	Dasatinib	0.37	1215.5	4648	1277.6667	-0.026417
MCF7	Dasatinib	1.11	1185.5	4648	1277.6667	-0.039389
MCF7	Dasatinib	3.33	1184.3333	4648	1277.6667	-0.039897
MCF7	Dasatinib	10	1099.1667	4648	1277.6667	-0.077595
MCF7	Dovitinib	0.04	4306.6667	4791.6667	1277.6667	0.89116
MCF7	Dovitinib	0.12	4211.3333	4791.6667	1277.6667	0.86909
MCF7	Dovitinib	0.37	3535.6667	4791.6667	1277.6667	0.70531
MCF7	Dovitinib	1.11	3079.3333	4791.6667	1277.6667	0.58611
MCF7	Dovitinib	3.33	2453.3333	4791.6667	1277.6667	0.40792
MCF7	Dovitinib	10	2141.3333	4791.6667	1277.6667	0.31099
MCF7	Enzastaurin	0.04	4739.6667	4791.6667	1277.6667	0.98859
MCF7	Enzastaurin	0.12	4779	4791.6667	1277.6667	0.99723
MCF7	Enzastaurin	0.37	4856.3333	4791.6667	1277.6667	1.0141
MCF7	Enzastaurin	1.11	4577.3333	4791.6667	1277.6667	0.95258
MCF7	Enzastaurin	3.33	4573.6667	4791.6667	1277.6667	0.95176
MCF7	Enzastaurin	10	3765	4791.6667	1277.6667	0.76245
MCF7	Erlotinib	0.04	4175.6667	4791.6667	1277.6667	0.86077
MCF7	Erlotinib	0.12	4395.6667	4791.6667	1277.6667	0.91155
MCF7	Erlotinib	0.37	4918.6667	4791.6667	1277.6667	1.0276
MCF7	Erlotinib	1.11	5105	4791.6667	1277.6667	1.0675
MCF7	Erlotinib	3.33	5000	4791.6667	1277.6667	1.0451
MCF7	Erlotinib	10	4465.3333	4791.6667	1277.6667	0.92738
MCF7	Flavopiridol	0.04	1143.3333	4504.3333	1277.6667	-0.059281
MCF7	Flavopiridol	0.12	621.6667	4504.3333	1277.6667	-0.32719
MCF7	Flavopiridol	0.37	608.6667	4504.3333	1277.6667	-0.33497
MCF7	Flavopiridol	1.11	570.3333	4504.3333	1277.6667	-0.35835
MCF7	Flavopiridol	3.33	568	4504.3333	1277.6667	-0.35979
MCF7	Flavopiridol	10	566.6667	4504.3333	1277.6667	-0.36062
MCF7	Foretinib	0.04	4861.3333	4791.6667	1277.6667	1.0152
MCF7	Foretinib	0.12	2842.3333	4791.6667	1277.6667	0.52088
MCF7	Foretinib	0.37	1631.3333	4791.6667	1277.6667	0.13671
MCF7	Foretinib	1.11	1390.6667	4791.6667	1277.6667	0.045442
MCF7	Foretinib	3.33	1291.3333	4791.6667	1277.6667	0.0055949
MCF7	Foretinib	10	788.6667	4791.6667	1277.6667	-0.22352
MCF7	GDC-0941	0.04	2176.6667	4504.3333	1277.6667	0.34055
MCF7	GDC-0941	0.12	1744.3333	4504.3333	1277.6667	0.18681
MCF7	GDC-0941	0.37	1338.6667	4504.3333	1277.6667	0.025989
MCF7	GDC-0941	1.11	1270	4504.3333	1277.6667	-0.0033054
MCF7	GDC-0941	3.33	1197.3333	4504.3333	1277.6667	-0.035093
MCF7	GDC-0941	10	1103.6667	4504.3333	1277.6667	-0.077378
MCF7	GDC-0980	0.04	1623.3333	4791.6667	1277.6667	0.13378
MCF7	GDC-0980	0.12	1207.3333	4791.6667	1277.6667	-0.029255
MCF7	GDC-0980	0.37	1165.6667	4791.6667	1277.6667	-0.046969
MCF7	GDC-0980	1.11	1171	4791.6667	1277.6667	-0.044685
MCF7	GDC-0980	3.33	1186.6667	4791.6667	1277.6667	-0.038004
MCF7	GDC-0980	10	1158	4791.6667	1277.6667	-0.050261
MCF7	GSK 690693	0.04	3178.6667	4791.6667	1277.6667	0.61274
MCF7	GSK 690693	0.12	2887.3333	4791.6667	1277.6667	0.53346
MCF7	GSK 690693	0.37	2579	4791.6667	1277.6667	0.44528
MCF7	GSK 690693	1.11	2392.6667	4791.6667	1277.6667	0.38955
MCF7	GSK 690693	3.33	2331.6667	4791.6667	1277.6667	0.37086
MCF7	GSK 690693	10	2176.6667	4791.6667	1277.6667	0.32229
MCF7	GSK1059615	0.04	4599.3333	4648	1277.6667	0.98873
MCF7	GSK1059615	0.12	4023.6667	4648	1277.6667	0.851
MCF7	GSK1059615	0.37	3041.5	4648	1277.6667	0.59285
MCF7	GSK1059615	1.11	1892.5	4648	1277.6667	0.23475
MCF7	GSK1059615	3.33	1219.6667	4648	1277.6667	-0.024627
MCF7	GSK1059615	10	862.6667	4648	1277.6667	-0.19007
MCF7	GSK1904529A	0.04	2660	4504.3333	1277.6667	0.4969
MCF7	GSK1904529A	0.12	2486.6667	4504.3333	1277.6667	0.44242
MCF7	GSK1904529A	0.37	2405	4504.3333	1277.6667	0.41617
MCF7	GSK1904529A	1.11	2276	4504.3333	1277.6667	0.37386
MCF7	GSK1904529A	3.33	2257.6667	4504.3333	1277.6667	0.36777
MCF7	GSK1904529A	10	2146	4504.3333	1277.6667	0.33013
MCF7	GSK2126458	0.04	1289.6667	4504.3333	1277.6667	0.0051559
MCF7	GSK2126458	0.12	1266.6667	4504.3333	1277.6667	-0.0047454
MCF7	GSK2126458	0.37	1265	4504.3333	1277.6667	-0.005466
MCF7	GSK2126458	1.11	1158.3333	4504.3333	1277.6667	-0.052512
MCF7	GSK2126458	3.33	1069	4504.3333	1277.6667	-0.093435
MCF7	GSK2126458	10	823.6667	4504.3333	1277.6667	-0.21456
MCF7	GW843682	0.04	3368.6667	4504.3333	1277.6667	0.70459
MCF7	GW843682	0.12	2102.6667	4504.3333	1277.6667	0.31528
MCF7	GW843682	0.37	1629	4504.3333	1277.6667	0.14298
MCF7	GW843682	1.11	1449	4504.3333	1277.6667	0.071678
MCF7	GW843682	3.33	1375.3333	4504.3333	1277.6667	0.041354
MCF7	GW843682	10	1670.6667	4504.3333	1277.6667	0.15897
MCF7	Gefitinib	0.04	4884.3333	4504.3333	1277.6667	1.0911
MCF7	Gefitinib	0.12	4757.3333	4504.3333	1277.6667	1.061
MCF7	Gefitinib	0.37	4737.3333	4504.3333	1277.6667	1.0563
MCF7	Gefitinib	1.11	4643.3333	4504.3333	1277.6667	1.0337
MCF7	Gefitinib	3.33	4616	4504.3333	1277.6667	1.0271
MCF7	Gefitinib	10	3776.6667	4504.3333	1277.6667	0.81524
MCF7	Geldanamycin	0.04	2775.5	4648	1277.6667	0.51649
MCF7	Geldanamycin	0.12	1627	4648	1277.6667	0.13852
MCF7	Geldanamycin	0.37	1364	4648	1277.6667	0.035718
MCF7	Geldanamycin	1.11	1426.8333	4648	1277.6667	0.06106
MCF7	Geldanamycin	3.33	1201.6667	4648	1277.6667	-0.03238
MCF7	Geldanamycin	10	667.8333	4648	1277.6667	-0.29405
MCF7	HG-5-113-01	0.04	4196	4791.6667	1277.6667	0.86552
MCF7	HG-5-113-01	0.12	3627.3333	4791.6667	1277.6667	0.72836
MCF7	HG-5-113-01	0.37	2559.6667	4791.6667	1277.6667	0.43959
MCF7	HG-5-113-01	1.11	1755.6667	4791.6667	1277.6667	0.18135
MCF7	HG-5-113-01	3.33	1444.3333	4791.6667	1277.6667	0.066407
MCF7	HG-5-113-01	10	814	4791.6667	1277.6667	-0.21054
MCF7	HG-5-88-01	0.04	3124.6667	4504.3333	1277.6667	0.63552
MCF7	HG-5-88-01	0.12	3016	4504.3333	1277.6667	0.60399
MCF7	HG-5-88-01	0.37	2682.3333	4504.3333	1277.6667	0.5038
MCF7	HG-5-88-01	1.11	2260.6667	4504.3333	1277.6667	0.36877
MCF7	HG-5-88-01	3.33	1797.3333	4504.3333	1277.6667	0.20652
MCF7	HG-5-88-01	10	1132.3333	4504.3333	1277.6667	-0.064271
MCF7	HG-6-64-01	0.04	5201.3333	4504.3333	1277.6667	1.1647
MCF7	HG-6-64-01	0.12	4834	4504.3333	1277.6667	1.0792
MCF7	HG-6-64-01	0.37	4629.3333	4504.3333	1277.6667	1.0303
MCF7	HG-6-64-01	1.11	4363	4504.3333	1277.6667	0.96523
MCF7	HG-6-64-01	3.33	3114	4504.3333	1277.6667	0.63245
MCF7	HG-6-64-01	10	589	4504.3333	1277.6667	-0.34688
MCF7	Imatinib	0.04	4783.6667	4504.3333	1277.6667	1.0673
MCF7	Imatinib	0.12	4881.3333	4504.3333	1277.6667	1.0904
MCF7	Imatinib	0.37	4828.3333	4504.3333	1277.6667	1.0779
MCF7	Imatinib	1.11	4778	4504.3333	1277.6667	1.066
MCF7	Imatinib	3.33	4675	4504.3333	1277.6667	1.0413
MCF7	Imatinib	10	4110.6667	4504.3333	1277.6667	0.90187
MCF7	JNK-9L	0.04	3421	4504.3333	1277.6667	0.71911
MCF7	JNK-9L	0.12	3072.3333	4504.3333	1277.6667	0.6204
MCF7	JNK-9L	0.37	1830	4504.3333	1277.6667	0.21853
MCF7	JNK-9L	1.11	923.6667	4504.3333	1277.6667	-0.16346
MCF7	JNK-9L	3.33	791.3333	4504.3333	1277.6667	-0.23168
MCF7	JNK-9L	10	798.6667	4504.3333	1277.6667	-0.22777
MCF7	JW-7-24-1	0.04	3059	4504.3333	1277.6667	0.61653
MCF7	JW-7-24-1	0.12	2874.3333	4504.3333	1277.6667	0.56209
MCF7	JW-7-24-1	0.37	2327	4504.3333	1277.6667	0.39072
MCF7	JW-7-24-1	1.11	1912.6667	4504.3333	1277.6667	0.24851
MCF7	JW-7-24-1	3.33	1645	4504.3333	1277.6667	0.14914
MCF7	JW-7-24-1	10	986	4504.3333	1277.6667	-0.13286
MCF7	KIN001-043	0.04	4364.3333	4504.3333	1277.6667	0.96556
MCF7	KIN001-043	0.12	3985	4504.3333	1277.6667	0.86966
MCF7	KIN001-043	0.37	3852	4504.3333	1277.6667	0.83507
MCF7	KIN001-043	1.11	3907.6667	4504.3333	1277.6667	0.84961
MCF7	KIN001-043	3.33	3703.6667	4504.3333	1277.6667	0.79585
MCF7	KIN001-043	10	1865.6667	4504.3333	1277.6667	0.23154
MCF7	LDN-193189	0.04	5124.6667	4791.6667	1277.6667	1.0717
MCF7	LDN-193189	0.12	4751.6667	4791.6667	1277.6667	0.99123
MCF7	LDN-193189	0.37	4814.3333	4791.6667	1277.6667	1.005
MCF7	LDN-193189	1.11	4226.3333	4791.6667	1277.6667	0.87258
MCF7	LDN-193189	3.33	2159.3333	4791.6667	1277.6667	0.31676
MCF7	LDN-193189	10	537	4791.6667	1277.6667	-0.36525
MCF7	Lapatinib	0.04	3779.6667	4504.3333	1277.6667	0.81603
MCF7	Lapatinib	0.12	4076	4504.3333	1277.6667	0.89303
MCF7	Lapatinib	0.37	4348.6667	4504.3333	1277.6667	0.96168
MCF7	Lapatinib	1.11	4306.3333	4504.3333	1277.6667	0.95115
MCF7	Lapatinib	3.33	4208	4504.3333	1277.6667	0.92651
MCF7	Lapatinib	10	2157.3333	4504.3333	1277.6667	0.33399
MCF7	Linifanib	0.04	4750	4504.3333	1277.6667	1.0593
MCF7	Linifanib	0.12	4439.3333	4504.3333	1277.6667	0.98407
MCF7	Linifanib	0.37	4486.3333	4504.3333	1277.6667	0.9956
MCF7	Linifanib	1.11	4251.6667	4504.3333	1277.6667	0.93748
MCF7	Linifanib	3.33	4009.6667	4504.3333	1277.6667	0.87602
MCF7	Linifanib	10	1452.6667	4504.3333	1277.6667	0.073169
MCF7	Linsitinib	0.04	3601.6667	4791.6667	1277.6667	0.72193
MCF7	Linsitinib	0.12	3797	4791.6667	1277.6667	0.77029
MCF7	Linsitinib	0.37	3114	4791.6667	1277.6667	0.59545
MCF7	Linsitinib	1.11	2683.6667	4791.6667	1277.6667	0.47575
MCF7	Linsitinib	3.33	2420.6667	4791.6667	1277.6667	0.39806
MCF7	Linsitinib	10	2058	4791.6667	1277.6667	0.28399
MCF7	MK2206	0.04	3117	4504.3333	1277.6667	0.63332
MCF7	MK2206	0.12	2723.6667	4504.3333	1277.6667	0.5165
MCF7	MK2206	0.37	2010.3333	4504.3333	1277.6667	0.28319
MCF7	MK2206	1.11	2081	4504.3333	1277.6667	0.30781
MCF7	MK2206	3.33	1747.6667	4504.3333	1277.6667	0.18806
MCF7	MK2206	10	1085.6667	4504.3333	1277.6667	-0.085686
MCF7	Mitoxantrone	0.04	1371.1667	4648	1277.6667	0.038636
MCF7	Mitoxantrone	0.12	1326.1667	4648	1277.6667	0.020199
MCF7	Mitoxantrone	0.37	1358.1667	4648	1277.6667	0.033339
MCF7	Mitoxantrone	1.11	992.8333	4648	1277.6667	-0.12662
MCF7	Mitoxantrone	3.33	581.8333	4648	1277.6667	-0.3444
MCF7	Mitoxantrone	10	271.3333	4648	1277.6667	-0.56467
MCF7	NU7441	0.04	4840.3333	4791.6667	1277.6667	1.0106
MCF7	NU7441	0.12	4588.6667	4791.6667	1277.6667	0.95511
MCF7	NU7441	0.37	4508.6667	4791.6667	1277.6667	0.93716
MCF7	NU7441	1.11	4392	4791.6667	1277.6667	0.91071
MCF7	NU7441	3.33	3783	4791.6667	1277.6667	0.76686
MCF7	NU7441	10	2107.6667	4791.6667	1277.6667	0.30015
MCF7	NVP-AEW541	0.04	4698	4791.6667	1277.6667	0.9794
MCF7	NVP-AEW541	0.12	4134.6667	4791.6667	1277.6667	0.85117
MCF7	NVP-AEW541	0.37	2759.6667	4791.6667	1277.6667	0.49752
MCF7	NVP-AEW541	1.11	2475	4791.6667	1277.6667	0.41442
MCF7	NVP-AEW541	3.33	2451.3333	4791.6667	1277.6667	0.40732
MCF7	NVP-AEW541	10	1153	4791.6667	1277.6667	-0.052414
MCF7	NVP-AUY922	0.04	1389	4791.6667	1277.6667	0.044785
MCF7	NVP-AUY922	0.12	1349.3333	4791.6667	1277.6667	0.029032
MCF7	NVP-AUY922	0.37	1358.6667	4791.6667	1277.6667	0.032758
MCF7	NVP-AUY922	1.11	1342	4791.6667	1277.6667	0.026095
MCF7	NVP-AUY922	3.33	1384	4791.6667	1277.6667	0.042811
MCF7	NVP-AUY922	10	1254	4791.6667	1277.6667	-0.0097564
MCF7	NVP-TAE684	0.04	2976	4504.3333	1277.6667	0.59225
MCF7	NVP-TAE684	0.12	1656.3333	4504.3333	1277.6667	0.15349
MCF7	NVP-TAE684	0.37	1291.6667	4504.3333	1277.6667	0.0060131
MCF7	NVP-TAE684	1.11	1047	4504.3333	1277.6667	-0.10375
MCF7	NVP-TAE684	3.33	993	4504.3333	1277.6667	-0.12948
MCF7	NVP-TAE684	10	880.6667	4504.3333	1277.6667	-0.18511
MCF7	Neratinib	0.04	3544.6667	4791.6667	1277.6667	0.70759
MCF7	Neratinib	0.12	3376.6667	4791.6667	1277.6667	0.66466
MCF7	Neratinib	0.37	3098	4791.6667	1277.6667	0.59115
MCF7	Neratinib	1.11	2630.6667	4791.6667	1277.6667	0.4604
MCF7	Neratinib	3.33	2212.3333	4791.6667	1277.6667	0.33361
MCF7	Neratinib	10	1529	4791.6667	1277.6667	0.098743
MCF7	Nilotinib	0.04	4928.3333	4791.6667	1277.6667	1.0297
MCF7	Nilotinib	0.12	4992.6667	4791.6667	1277.6667	1.0436
MCF7	Nilotinib	0.37	4656.6667	4791.6667	1277.6667	0.97025
MCF7	Nilotinib	1.11	4613.6667	4791.6667	1277.6667	0.96069
MCF7	Nilotinib	3.33	4587	4791.6667	1277.6667	0.95474
MCF7	Nilotinib	10	1403	4791.6667	1277.6667	0.050294
MCF7	Nintedanib	0.04	4491.6667	4504.3333	1277.6667	0.9969
MCF7	Nintedanib	0.12	4062.3333	4504.3333	1277.6667	0.88953
MCF7	Nintedanib	0.37	3560	4504.3333	1277.6667	0.75719
MCF7	Nintedanib	1.11	2869	4504.3333	1277.6667	0.5605
MCF7	Nintedanib	3.33	2178	4504.3333	1277.6667	0.341
MCF7	Nintedanib	10	1454.6667	4504.3333	1277.6667	0.073981
MCF7	OSI-027	0.04	4147.6667	4504.3333	1277.6667	0.91127
MCF7	OSI-027	0.12	3131.3333	4504.3333	1277.6667	0.63744
MCF7	OSI-027	0.37	2292.3333	4504.3333	1277.6667	0.37928
MCF7	OSI-027	1.11	1920.3333	4504.3333	1277.6667	0.25126
MCF7	OSI-027	3.33	1796.3333	4504.3333	1277.6667	0.20615
MCF7	OSI-027	10	1590.6667	4504.3333	1277.6667	0.12811
MCF7	PD0325901	0.04	3106	4648	1277.6667	0.61089
MCF7	PD0325901	0.12	2858.1667	4648	1277.6667	0.54057
MCF7	PD0325901	0.37	2751.1667	4648	1277.6667	0.50934
MCF7	PD0325901	1.11	2545	4648	1277.6667	0.44754
MCF7	PD0325901	3.33	1966.8333	4648	1277.6667	0.26054
MCF7	PD0325901	10	1368.8333	4648	1277.6667	0.037687
MCF7	PD173074	0.04	4942.3333	4504.3333	1277.6667	1.1047
MCF7	PD173074	0.12	4810.3333	4504.3333	1277.6667	1.0736
MCF7	PD173074	0.37	4658.3333	4504.3333	1277.6667	1.0373
MCF7	PD173074	1.11	4905.3333	4504.3333	1277.6667	1.0961
MCF7	PD173074	3.33	4933.3333	4504.3333	1277.6667	1.1026
MCF7	PD173074	10	2852.6667	4504.3333	1277.6667	0.5556
MCF7	PD184352	0.04	4522	4791.6667	1277.6667	0.94017
MCF7	PD184352	0.12	4014	4791.6667	1277.6667	0.82264
MCF7	PD184352	0.37	3604.6667	4791.6667	1277.6667	0.72268
MCF7	PD184352	1.11	3292.6667	4791.6667	1277.6667	0.64281
MCF7	PD184352	3.33	3031	4791.6667	1277.6667	0.57301
MCF7	PD184352	10	2268.3333	4791.6667	1277.6667	0.35121
MCF7	PF431396	0.04	3726	4791.6667	1277.6667	0.75285
MCF7	PF431396	0.12	2722	4791.6667	1277.6667	0.48677
MCF7	PF431396	0.37	1797	4791.6667	1277.6667	0.19585
MCF7	PF431396	1.11	1438	4791.6667	1277.6667	0.063953
MCF7	PF431396	3.33	1229.6667	4791.6667	1277.6667	-0.019879
MCF7	PF431396	10	685	4791.6667	1277.6667	-0.27883
MCF7	PF477736	0.04	3061.3333	4791.6667	1277.6667	0.58124
MCF7	PF477736	0.12	2476.6667	4791.6667	1277.6667	0.41492
MCF7	PF477736	0.37	2236	4791.6667	1277.6667	0.34107
MCF7	PF477736	1.11	1924.6667	4791.6667	1277.6667	0.23967
MCF7	PF477736	3.33	1749.6667	4791.6667	1277.6667	0.17923
MCF7	PF477736	10	1407	4791.6667	1277.6667	0.051863
MCF7	PF562271	0.04	3930.6667	4504.3333	1277.6667	0.85559
MCF7	PF562271	0.12	3583.6667	4504.3333	1277.6667	0.76361
MCF7	PF562271	0.37	2799	4504.3333	1277.6667	0.53943
MCF7	PF562271	1.11	1956.3333	4504.3333	1277.6667	0.26411
MCF7	PF562271	3.33	1114.6667	4504.3333	1277.6667	-0.07233
MCF7	PF562271	10	652.6667	4504.3333	1277.6667	-0.30894
MCF7	PHA-665752	0.04	5083.6667	4791.6667	1277.6667	1.063
MCF7	PHA-665752	0.12	5088	4791.6667	1277.6667	1.0639
MCF7	PHA-665752	0.37	5042.6667	4791.6667	1277.6667	1.0543
MCF7	PHA-665752	1.11	4888	4791.6667	1277.6667	1.021
MCF7	PHA-665752	3.33	4467	4791.6667	1277.6667	0.92775
MCF7	PHA-665752	10	3506	4791.6667	1277.6667	0.69779
MCF7	PHA-793887	0.04	1833	4504.3333	1277.6667	0.21963
MCF7	PHA-793887	0.12	1666.6667	4504.3333	1277.6667	0.15745
MCF7	PHA-793887	0.37	1379.3333	4504.3333	1277.6667	0.043019
MCF7	PHA-793887	1.11	1264.3333	4504.3333	1277.6667	-0.0057544
MCF7	PHA-793887	3.33	1081.6667	4504.3333	1277.6667	-0.087541
MCF7	PHA-793887	10	621.3333	4504.3333	1277.6667	-0.32739
MCF7	PI103	0.04	3425.3333	4504.3333	1277.6667	0.72031
MCF7	PI103	0.12	2339.3333	4504.3333	1277.6667	0.39477
MCF7	PI103	0.37	1455	4504.3333	1277.6667	0.074117
MCF7	PI103	1.11	1178.3333	4504.3333	1277.6667	-0.043547
MCF7	PI103	3.33	1115	4504.3333	1277.6667	-0.072178
MCF7	PI103	10	962.3333	4504.3333	1277.6667	-0.14437
MCF7	PIK-93	0.04	5151	4791.6667	1277.6667	1.0773
MCF7	PIK-93	0.12	4932.3333	4791.6667	1277.6667	1.0306
MCF7	PIK-93	0.37	4832	4791.6667	1277.6667	1.0088
MCF7	PIK-93	1.11	4378.6667	4791.6667	1277.6667	0.90767
MCF7	PIK-93	3.33	2621.6667	4791.6667	1277.6667	0.45777
MCF7	PIK-93	10	1485.3333	4791.6667	1277.6667	0.082176
MCF7	PLX-4720	0.04	4984	4791.6667	1277.6667	1.0417
MCF7	PLX-4720	0.12	4564.3333	4791.6667	1277.6667	0.94967
MCF7	PLX-4720	0.37	4904	4791.6667	1277.6667	1.0245
MCF7	PLX-4720	1.11	4769	4791.6667	1277.6667	0.99503
MCF7	PLX-4720	3.33	4191.6667	4791.6667	1277.6667	0.86451
MCF7	PLX-4720	10	2768	4791.6667	1277.6667	0.49989
MCF7	Palbociclib	0.04	3393	4504.3333	1277.6667	0.71136
MCF7	Palbociclib	0.12	2916	4504.3333	1277.6667	0.57451
MCF7	Palbociclib	0.37	2592.6667	4504.3333	1277.6667	0.47593
MCF7	Palbociclib	1.11	2280.3333	4504.3333	1277.6667	0.3753
MCF7	Palbociclib	3.33	2138.6667	4504.3333	1277.6667	0.32762
MCF7	Palbociclib	10	2047.6667	4504.3333	1277.6667	0.29624
